Date,High,Low,Open,Close,Volume,Adj Close
2020-08-26,24.270000457763672,23.299999237060547,24.139999389648438,23.780000686645508,11541300,23.780000686645508
2020-08-27,0.0,0.0,0.0,23.700000762939453,0,23.700000762939453
